title,url,source,published_at,snippet,link_verified,fetch_timestamp
Las rebajas de verano de PlayStation Store llegan el 15 de julio,https://blog.es.playstation.com/2026/07/14/las-rebajas-de-verano-de-playstation-store-llegan-el-15-de-julio/,Playstation.com,2026-07-14T15:01:29Z,"Las rebajas de verano de PlayStation Store comienzan mañana, miércoles 15 de julio. Por tiempo limitado*, ahorrad hasta un 75 % en una gran variedad de juegos de PS5, PS4 y PS VR2, complementos y mucho más.  Esta promoción incluye miles de títulos. A continua…",True,2026-07-16T01:09:19.266893
Gli Sconti estivi del PlayStation Store arrivano il 15 luglio,https://blog.it.playstation.com/2026/07/14/gli-sconti-estivi-del-playstation-store-arrivano-il-15-luglio/,Playstation.com,2026-07-14T15:01:23Z,"Al via domani, mercoledì 15 luglio, gli Sconti estivi su PlayStation Store. Solo per un periodo limitato*, risparmia fino al 75% su una vasta selezione di giochi per PS5, PS4 e PS VR2, contenuti aggiuntivi e altro ancora.  Sono migliaia i titoli inclusi in qu…",True,2026-07-16T01:09:19.266894
PlayStation Store’s Summer Sale arrives on July 15,https://blog.playstation.com/2026/07/14/playstation-stores-summer-sale-arrives-on-july-15/,Playstation.com,2026-07-14T15:00:06Z,"PlayStation Store’s Summer Sale begins tomorrow, Wednesday July 15. For a limited time*, save up to 75% across multiple PS5, PS4, PS VR2 games, add-ons and more. There are many hundreds of titles included in this promotion. A selection of those you can previe…",True,2026-07-16T01:09:19.266895
Die Sommerangebote im PlayStation Store starten am 15. Juli,https://blog.de.playstation.com/2026/07/14/die-sommerangebote-im-playstation-store-starten-am-15-juli/,Playstation.com,2026-07-14T15:00:00Z,"Die Sommerangebote im PlayStation Store beginnen morgen, Mittwoch, den 15. Juli. Nur für kurze Zeit* könnt ihr bis zu 75 % auf zahlreiche PS5-, PS4- und PS VR2-Spiele sowie Add-ons und vieles mehr sparen. Diese Aktion umfasst tausende Titel. Nachstehend finde…",True,2026-07-16T01:09:19.266897
2025 Ducati Streetfighter V2S,https://bringatrailer.com/listing/2025-ducati-streetfighter-v2s/,Bringatrailer.com,2026-07-14T14:00:31Z,"This 2025 Ducati Streetfighter V2S spent time in Washington before its 2026 acquisition by the current owner, and it now indicates 2,900 miles. Powered by a liquid-cooled 890cc L-twin paired with a six-speed transmission, the motorcycle is finished in Ducati …",True,2026-07-16T01:09:19.266898
"하늘은 드론, 땅은 로봇…엑스업·메이사, AI 기반 현장관리 시장 공략",https://www.venturesquare.net/1098553/,Venturesquare.net,2026-07-14T13:57:39Z,"엑스업과 메이사가 드론 기반 공간정보와 자율주행 로봇을 결합한 통합 필드 관리 솔루션 개발에 나선다. 양사는 골프장 코스 관리를 시작으로 농업과 공공 인프라 등 다양한 산업 현장으로 AI 기반 자동화 서비스를 확대할 계획이다.
The post 하늘은 드론, 땅은 로봇…엑스업·메이사, AI 기반 현장관리 시장 공략 appeared first on 벤처스퀘어.",True,2026-07-16T01:09:19.266899
22k-Mile 2016 Mercedes-Benz SL400,https://bringatrailer.com/listing/2016-mercedes-benz-sl400-10/,Bringatrailer.com,2026-07-14T13:50:04Z,This 2016 Mercedes-Benz SL400 is powered by a twin-turbocharged 3.0-liter V6 paired with a seven-speed automatic transmission and is finished in Obsidian Black Metallic over black leather. The car was purchased by the seller from the original owner in 2025 an…,True,2026-07-16T01:09:19.266901
"2026 Lexus ES teased by Lexus Malaysia – launch of new sedan coming soon, will we get the EV variant?",https://paultan.org/2026/07/14/2026-lexus-es-teased-by-lexus-malaysia-launch-of-new-sedan-coming-soon-will-we-get-the-ev-variant/,Paul Tan's Automotive News,2026-07-14T13:45:50Z,"Looks like the eighth-generation Lexus ES is on its way here, as Lexus Malaysia has posted a teaser on its official social media channels showing the rear end of the new executive sedan, its full-width […]
The post 2026 Lexus ES teased by Lexus Malaysia – lau…",True,2026-07-16T01:09:19.266902
Foundational context: Cross-industry & function-specific accelerators for Lakebase,https://www.databricks.com/blog/foundational-context-cross-industry-function-specific-accelerators-lakebase,Databricks.com,2026-07-14T13:15:00Z,"- Automated Database Migration & Modernization: Partners with specialized accelerators that automate the risk assessment, schema conversion, and code migration from legacy systems like Oracle, Informatica, and SQL Server, using Lakebase database branching to …",True,2026-07-16T01:09:19.266903
Covergirl Cosmetics as low as $0.39 each at CVS! Buy Online Pickup In Store,https://www.livingrichwithcoupons.com/2026/07/covergirl-cosmetics-as-low-as-0-39-each-at-cvs-buy-online-pickup-in-store-3.html,Livingrichwithcoupons.com,2026-07-14T13:00:20Z,"There’s a BEAUTIFUL deal at CVS this week!  Now through 07/18, you will receive $6 ExtraBucks Rewards when you buy 2 Covergirl cosmetics. In order to get those lower online prices, order online and pickup in store. We also have some GREAT digital coupons to l…",True,2026-07-16T01:09:19.266905
Saint Lucia Travel Warning Raised Over Violent Crime: What Visitors Need to Know Before Travelling Anywhere,https://freerepublic.com/focus/f-chat/4387891/posts,Freerepublic.com,2026-07-14T12:34:57Z,"Saint Lucia has long sold travelers a picture of Caribbean paradise: volcanic peaks rising dramatically above turquoise water, rainforest-covered mountains, secluded beaches and luxury resorts built for romantic escapes. That image has not disappeared, but Am…",True,2026-07-16T01:09:19.266906
VIAVI Joins EU-Funded SHIELD-6G Consortium to Advance AI-Driven Security Testing for Future 6G Networks,https://www.prnewswire.com/news-releases/viavi-joins-eu-funded-shield-6g-consortium-to-advance-ai-driven-security-testing-for-future-6g-networks-302823775.html,PRNewswire,2026-07-14T10:30:00Z,"Contribution to flagship 6G projects underscores VIAVI's pivotal role in the next generation of connectivity CHANDLER, Ariz., July 14, 2026 /PRNewswire/ -- VIAVI Solutions Inc. (VIAVI) (NASDAQ: VIAV) today announced that it has been awarded $1.1 million in fu…",True,2026-07-16T01:09:19.266908
Brand Engagement Network and Accelevate Solutions Launch AI-Powered Transportation Media Network,https://www.prnewswire.com/news-releases/brand-engagement-network-and-accelevate-solutions-launch-ai-powered-transportation-media-network-302824859.html,PRNewswire,2026-07-14T09:29:00Z,"AI-powered transportation platform transforms connected fleets into intelligent media networks that generate recurring advertising revenue through real-time audience intelligence and autonomous content delivery. WILMINGTON, Del., and SCOTTSDALE, Ariz., July 1…",True,2026-07-16T01:09:19.266909
[VS기획] AI는 기억을 어떻게 산업으로 만들었나…떠오르는 ‘그리프테크’ 시장,https://www.venturesquare.net/1095823/,Venturesquare.net,2026-07-14T09:16:26Z,"생성형 AI의 발전으로 고인의 얼굴과 목소리를 복원하는 '그리프테크(Grief Tech)' 시장이 빠르게 성장하고 있다. 국내에서는 Vaice, 딥브레인AI, 제이엘스탠다드가 각각 추모 콘텐츠, 상조 산업 연계, AI 디지털 트윈 등 서로 다른 전략으로 시장을 개척하고 있으며, 기술 경쟁을 넘어 서비스와 비즈니스 모델 경쟁이 본격화되는 모습이다. 다만 산업이 성장할수록 생전 동의와 디지털 유산, 고인의 인격권 등 윤리와 제도적 과제도 함께 해결해야 할 숙제로 …",True,2026-07-16T01:09:19.266910
"Company Rivalry Intensifies: Innovative Sensor Technologies from Honeywell, Collins Aerospace, Northrop Grumman, Ball Aerospace, and Raytheon Lead the Charge",https://www.globenewswire.com/news-release/2026/07/14/3326615/28124/en/Company-Rivalry-Intensifies-Innovative-Sensor-Technologies-from-Honeywell-Collins-Aerospace-Northrop-Grumman-Ball-Aerospace-and-Raytheon-Lead-the-Charge.html,GlobeNewswire,2026-07-14T08:12:00Z,"Opportunities in the spacecraft attitude sensor market include leveraging miniaturization, quantum and optical advances, modular integration, and navigating tariff impacts for supply chain resilience. Opportunities in the spacecraft attitude sensor market inc…",True,2026-07-16T01:09:19.266912
Geely EX2 launched in Australia – Proton eMas 5 twin gets larger batteries; up to 345 km WLTP; fr RM75k,https://paultan.org/2026/07/14/2026-geely-ex2-launched-in-australia/,Paul Tan's Automotive News,2026-07-14T08:06:45Z,"Australia has finally welcomed the Geely EX2, which we know here as the Proton eMas 5. At launch, two variants of the EX2 are offered down under, including the Complete priced at AUD26,490 (about RM75k) and Inspire at AUD30,990 (RM88k) before on-the-road cost…",True,2026-07-16T01:09:19.266913
석유 아닌 미생물 화학공장 앞당긴다 外 [과학게시판],http://www.inews24.com/view/1985399,Inews24.com,2026-07-14T05:57:50Z,"AI 기반 뇌 자극 홀로그램 기술 개발 한국과학기술원(KAIST, 총장 배충식) 생명화학공학과 이상엽 특훈교수 연구팀이 바이오제조 상용화의 핵심 병목을 종합적으로 분석하고 이를 극복하기 위한 산업화 전략과 미래 발전 방향을 제시했다. 연구팀은 앞으로 인공지능(AI)이 바이오제조 산업화의 핵심 열쇠가 될 것으로 전망했다. AI는 효소와 미생물 설계는 물론 생산 공정을 가상으로 구현하는 디지털 트윈(Digital Twin), 경제성과 환경성을 동시에 분석하는 기술…",True,2026-07-16T01:09:19.266914
1968 Ford Bronco,https://www.blessthisstuff.com/stuff/vehicles/cars/1968-ford-bronco/,Blessthisstuff.com,2026-07-14T04:00:00Z,"This beautifully restored 1968 Ford Bronco proves just how good a classic 4x4 can become when modern engineering meets timeless design. Rebuilt by BaderInk in California, the iconic off-roader now packs a 5.0-liter Ford Coyote V8 paired with a 6R80 six-speed …",False,2026-07-16T01:09:19.266917
"Data Center Robotics Market to Reach USD 113,432.96 Million by 2035 Amid Hyperscale Expansion and AI-Driven Operations - DC Market Insights",https://www.prnewswire.com/news-releases/data-center-robotics-market-to-reach-usd-113-432-96-million-by-2035-amid-hyperscale-expansion-and-ai-driven-operations--dc-market-insights-302824490.html,PRNewswire,2026-07-14T02:58:00Z,"LONDON, July 14, 2026 /PRNewswire/ -- The ""Data Center Robotics Market – Growth, Share, Opportunities & Competitive Analysis, 2025 – 2035"" report has been added to the DCMI (DC Market Insights) offering. The global Data Center Robotics Market was valued at US…",True,2026-07-16T01:09:19.266919
Potential Buyers Line Up for Unity Software as Valuation Hits Rock Bottom,https://247wallst.com/investing/2026/07/14/potential-buyers-line-up-for-unity-software-as-valuation-hits-rock-bottom/,24/7 Wall St.,2026-07-14T12:35:00Z,"Unity Software's stock has cratered while its AI ad engine and mobile game dominance keep growing, and at least five deep-pocketed giants are now circling a...",True,2026-07-16T01:09:37.037691
I Tested TWELVE HiFi Amps to find “The One”. The Winner?,https://www.stevehuffphoto.com/2026/07/14/i-tested-twelve-hifi-amps-to-find-the-one-the-winner/,Stevehuffphoto.com,2026-07-14T15:15:27Z,"The best HiFi System I have ever built? I have heard hundreds of audio companies from budget to exotic. This is my fave setup after 40 years. 
 [...]
The post I Tested TWELVE HiFi Amps to find “The One”. The Winner? first appeared on HiFi Huff.",True,2026-07-16T01:10:31.762101
All-mechanical coherence protection and fast control of a spin qubit,https://www.nature.com/articles/s41567-026-03369-2,Nature.com,2026-07-15T00:00:00Z,"Silicon–vacancy spins can be used in phononic quantum devices, but improvements in coherence times are still required. It has now been shown that the spin coherence can be protected by continuous driving using acoustic waves.",True,2026-07-16T01:10:42.747998
The 'must-have' supermarket item shoppers can't get enough of - and it's under $1 per serve: 'A gamechanger for dinners',https://www.dailymail.com/buyline/article-15931549/Nutra-Naturals-broths-Woolworths.html,Dailymail.com,2026-07-14T23:58:03Z,"With the rising cost of living, an increasing number of Aussies are discovering a cheaper alternative to their favourite item on supermarket shelves.",True,2026-07-16T01:10:42.748008
"Jets quarterback Geno Smith pulled over in Florida, marking third police encounter this offseason",https://www.foxnews.com/sports/jets-quarterback-geno-smith-pulled-over-florida-marking-3rd-police-encounter-offseason,Fox News,2026-07-14T21:46:58Z,"Bodycam footage showed Geno Smith pulled over in a 2025 Aston Martin allegedly driving 70 mph in a 45-mph zone, his third Davie Police Department encounter this offseason.",True,2026-07-16T01:10:42.748010
Bali-based businessman's death leaves Australians chasing trail of lost money,https://www.abc.net.au/news/2026-07-15/cameron-hughes-bali-death-leaves-debt-customers-money-in-limbo/106911158,ABC News (AU),2026-07-14T21:09:27Z,"Cameron Hughes, 39, died in a Balinese immigration detention centre last week under yet-to-be-confirmed circumstances. The ABC can reveal the Perth businessman left behind hundreds of thousands of dollars in unfinished business, with dozens of customers poten…",True,2026-07-16T01:10:42.748012
La condena a David Sánchez: ¿Qué broma es esta?,https://www.eldiario.es/opinion/tribuna-abierta/condena-david-sanchez-broma_129_13380531.html,Eldiario.es,2026-07-14T20:01:59Z,"Aplíquense el argumento: una administración pública saca un puesto de trabajo, se presentan y se lo dan, sin que hayan hecho uso de enchufes, influencias o favores. Luego resulta que el concurso es ilegal, o le faltaba un papel a la relación de puestos de tra…",True,2026-07-16T01:10:42.748013
 Breaking: Exclusive interview with the legendary bison behind the Yellowstone attack ,https://freerepublic.com/focus/f-chat/4387951/posts,Freerepublic.com,2026-07-14T19:42:29Z,Sasquatch interviews the bison who attacked the old man!,True,2026-07-16T01:10:42.748015
Mississippi teen accused of killing elderly couple had worked for them before shooting,https://freerepublic.com/focus/f-news/4387934/posts,Freerepublic.com,2026-07-14T17:45:17Z,"A teenager in Mississippi knew the elderly couple he's accused of killing before sparking a standoff with law enforcement, according to new testimony in court. Cordarius Hobbs, 17, is charged with killing 74-year-old Billy Blair and his 71-year-old wife Virgi…",True,2026-07-16T01:10:42.748016
Proof of Picking and Placing Carbon Dimer Molecules,https://www.nextbigfuture.com/2026/07/proof-of-picking-and-placing-carbon-dimer-molecules.html,Next Big Future,2026-07-14T17:23:10Z,"Molecular Nanotechnology has worked for over a decade. I, Brian Wang, invested in the startup that has been moving and placing molecules using tooltips for over a decade. Over 180 successful atomically precise movements of carbon dimers are described in a pap…",True,2026-07-16T01:10:42.748017
"Mundial: “Había 64 selecciones y estamos entre las mejores cuatro”, dijo Rodrigo de Paul",https://www.montevideo.com.uy/Deportes/Mundial--Habia-64-selecciones-y-estamos-entre-las-mejores-cuatro--dijo-Rodrigo-de-Paul-uc968305,Montevideo.com.uy,2026-07-14T17:17:00Z,"El volante argentino habló del “condimento especial” de la semifinal con Inglaterra, aunque aclaró: “es un partido de fútbol”.",True,2026-07-16T01:10:42.748019
‘You Shouldn’t Post This.’ A Fan Didn’t Hold Back After Selena Gomez’s Mom Brought Up Rifts With Her Kids,https://www.cinemablend.com/streaming-news/selena-gomez-fan-didnt-hold-back-mom-mandy-teefey-social-media-rant,CinemaBlend,2026-07-14T17:12:36Z,Is family drama being aired out on social media?,True,2026-07-16T01:10:42.748020
Ejecutivo despedido por investigación en El Teniente demanda indemnización de $1.142 millones a Codelco,https://www.latercera.com/pulso/noticia/ejecutivo-despedido-por-investigacion-en-el-teniente-demanda-indemnizacion-de-1142-millones-a-codelco/,Latercera.com,2026-07-14T16:15:32Z,"Mauricio Barraza, ex vicepresidente de operaciones, fue despedido de Codelco en febrero junto a dos ejecutivos más. Afirma que, de los tres, él fue el único no indemnizado y niega responsabilidades en el envío de un informe incompleto a Sernageomin, que fue l…",True,2026-07-16T01:10:42.748022
"Trump em Ormuz: diplomacia ou política de estilo ""mafioso""?",https://observador.pt/programas/gabinete-de-guerra/trump-em-ormuz-diplomacia-ou-politica-de-estilo-mafioso/,Observador.pt,2026-07-14T15:42:53Z,Bruno Cardoso Reis aborda que a política de Trump em Ormuz deu vantagem diplomática ao Irão. Também diz que a cimeira em Paris sinaliza unidade e o novo protagonismo europeu.,False,2026-07-16T01:10:42.748023
Cresce la produzione europea di chip: destinati 659 milioni a quattro aziende tedesche di semiconduttori,https://www.hwupgrade.it/news/cpu/cresce-la-produzione-europea-di-chip-destinati-659-milioni-a-quattro-aziende-tedesche-di-semiconduttori_156298.html,Hwupgrade.it,2026-07-14T15:41:39Z,"La Commissione Europea ha approvato un pacchetto da 659 milioni di euro di aiuti di Stato alla Germania per quattro nuovi impianti dedicati alla produzione di semiconduttori. I progetti riguardano wafer in carburo di silicio, Power MOSFET, strumenti di metrol…",True,2026-07-16T01:10:42.748025
Jinetes atacaron con boleadoras a corredores en una competencia de trail running en Argentina,https://www.elpais.com.uy/mundo/argentina/jinetes-atacaron-con-boleadoras-a-corredores-en-una-competencia-de-trail-running-en-argentina,Diario EL PAIS Uruguay,2026-07-14T15:35:56Z,El incidente tuvo lugar en la provincia de Río Negro. Los jinetes argumentaron que los corredores no podían pasar por ese lugar y retiraron la señalización del trayecto.,False,2026-07-16T01:10:42.748028
"Do We Think of UFOs as Crafts [sic] or Beings, and Why Does It Matter?",https://freerepublic.com/focus/f-chat/4387913/posts,Freerepublic.com,2026-07-14T15:19:58Z,There is a pretty pervasive and consistent assumption in our long history of UFO sightings: that the unidentified objects some of us see in the night sky are vehicles or crafts inside of which are what we're really interested in—the aliens themselves. But wha…,True,2026-07-16T01:10:42.748030
As notícias das 15h,https://observador.pt/programas/noticiario/as-noticias-das-15h-2395/,Observador.pt,2026-07-14T14:16:02Z,As notícias na Rádio Observador. Aconteça o que acontecer.,False,2026-07-16T01:10:42.748031
欧洲首家氧化镓半导体制造商获200万欧元融资 助力能源自主战略,https://www.cnbeta.com.tw/articles/tech/1568906.htm,Cnbeta.com.tw,2026-07-14T14:06:10Z,"随着欧洲持续推进半导体制造的自主化进程，继欧盟委员会通过《芯片法案2.0》（Chips Act 2.0）仅一周后，半导体领域便传出重磅消息：总部位于德国柏林的初创公司NexiGO成功完成了200万欧元的种子轮融资。此次融资旨在通过研发氧化镓（Ga₂O₃）功率半导体，为新一代电动汽车提供核心技术支持，加速欧洲能源电子产业的转型。
在当前能源转型背景下，充电效率已成为制约电动汽车发展的瓶颈。NexiGO致力于通过氧化镓技术攻克这一难题，其目标是将电动汽车的充电时间从目前碳化硅（SiC）或氮化镓（GaN）技术平均所需…",True,2026-07-16T01:10:42.748033
MLB-MLBPA disagreement reportedly puts players' participation in 2028 Olympics in jeopardy,https://sports.yahoo.com/mlb/article/mlb-mlbpa-disagreement-reportedly-puts-players-participation-in-2028-olympics-in-jeopardy-133458346.html,Yahoo Entertainment,2026-07-14T13:34:58Z,"MLB owners want players to participate in the LA Olympics, but the MLBPA wants the terms to be right.",True,2026-07-16T01:10:42.748034
Ordem suspende advogado que está em prisão preventiva,https://observador.pt/2026/07/14/ordem-suspende-advogado-que-esta-em-prisao-preventiva-por-suspeitas-de-corrupcao/,Observador.pt,2026-07-14T13:22:39Z,"Paulo Topa, que está em prisão preventiva desde dezembro de 2025 por suspeitas de corrupção num esquema de desvio de fundos em processos de insolvência e recuperação de empresas, foi suspenso.",False,2026-07-16T01:10:42.748035
Upstate New York man charged with threatening Donald Trump Jr online: ‘I’m going to kill you’,https://nypost.com/2026/07/14/us-news/upstate-ny-man-allegedly-threatened-to-kill-donald-trump-jr/,New York Post,2026-07-14T13:12:41Z,"""im going to kill you, (expletive), I am going to kill this (expletive) on the screen,"" read some of the messages.",False,2026-07-16T01:10:42.748037
欧盟批准 6.59 亿欧元德国国家援助，用于支持四座半导体设施建设,https://www.ithome.com/0/976/709.htm,Ithome.com,2026-07-14T11:34:32Z,"<ul><li>IT之家 7 月 14 日消息，欧盟委员会 7 月 14 日宣布批准 6.59 亿欧元（IT之家注：现汇率约合 50.96 亿元人民币）德国国家援助，用于支持该国境内四个半导体设施项目，涉及生产碳化硅外延晶圆、光学套刻和薄膜量测设备等。
</li></ul>欧盟委员会表示，这些措施将通过支持建设具有开创性的半导体生产设施，进一步增强欧盟在全球半导体价值链中的地位和自主能力，符合欧委会《欧洲芯片法案》（A Chips Act for Europe）以及 2024—2029 年政治指导方针所设定的目…",True,2026-07-16T01:10:42.748038
Hegseth’s Study of Women in Combat Is Designed to Reach One Conclusion,https://www.motherjones.com/politics/2026/07/hegseths-study-of-women-in-combat-is-designed-to-reach-one-conclusion/,Mother Jones,2026-07-14T11:30:00Z,"This article first appeared on The War Horse, an award-winning nonprofit news organization educating the public on military service. Subscribe to their newsletter. Two months before Pete Hegseth appeared in front of Congress to testify before his confirmation…",True,2026-07-16T01:10:42.748040
The Lord Is My MMA Coach,https://www.motherjones.com/politics/2026/07/evangelical-leaders-jesus-christ-ultimate-fighting-machine-the-lord-is-my-mma-coach/,Mother Jones,2026-07-14T11:00:00Z,"After badly bloodying his opponent inside the octagon cage erected on the White House lawn as part of Donald Trump’s 80th-birthday celebration, Mixed Martial Arts fighter Josh Hokit strutted over to the president and draped a gold chain with a fighting card p…",True,2026-07-16T01:10:42.748041
Observador volta a liderar o ranking de ouvintes semanais,https://observador.pt/2026/07/14/podcasts-do-observador-voltam-a-liderar-nos-ouvintes-semanais-a-historia-do-dia-e-o-9-o-mais-ouvido/,Observador.pt,2026-07-14T10:30:13Z,"Em junho, os podcasts do Observador registaram mais de 2,3 milhões de downloads e ocuparam nove dos primeiros 30 lugares do ranking nacional.",False,2026-07-16T01:10:42.748042
”C’est simpliste mais ça offre l’avantage de ne pas prêter à discussion” : cette taxe belge aux effets inattendus,https://www.lalibre.be/economie/mes-finances/2026/07/14/cest-simpliste-mais-ca-offre-lavantage-de-ne-pas-preter-a-discussion-cette-taxe-belge-aux-effets-inattendus-QDXIQAZNJFHGTHV7V4JM67QXHY/,Lalibre.be,2026-07-14T10:08:51Z,"Eco$tory, série spéciale “ces taxes aux effets inattendus” | Une idée fiscale qui a défiguré les façades belges. ...",True,2026-07-16T01:10:42.748044
L'ultima Bastiglia di Macron. La sfilata delle forze armate e l'addio ai sogni di grandeur,https://www.ilgiornale.it/news/politica/lultima-bastiglia-macron-sfilata-delle-forze-armate-e-laddio-2693085.html,Ilgiornale.it,2026-07-14T10:00:02Z,Il presidente uscente celebra il 14 luglio dopo due mandati deludenti. E oggi i francesi penseranno ai Mondiali di calcio,False,2026-07-16T01:10:42.748045
A student claimed to have a Ph.D. in at least eight letters to journals. Two have been retracted.,https://retractionwatch.com/2026/07/14/a-student-claimed-to-have-a-phd-in-at-least-eight-letters-to-journals-two-have-been-retracted/,Retractionwatch.com,2026-07-14T10:00:00Z,"This past year, Zhihao Lei has signed his name to at least 35 letters to the editor of medical journals, weighing in on topics from ICU care to breast cancer. In eight of them, he identified himself as a Ph.D. at Cornell University, although he held only a ba…",True,2026-07-16T01:10:42.748046
Lock Upp Season 2: 'Main To Virgin Hu Shaadi Ke Baad',https://www.filmibeat.com/television/news/2026/lock-upp-season-2-shilpa-shinde-sexual-joke-shivangi-joshi-trolled-fans-backlash-shaadi-524693.html,Filmibeat,2026-07-14T09:48:19Z,Lock Upp season 2: Shilpa Shinde got trolled Behind-The-Back Sexual Joke About Shivangi Joshi Crosses The Line!,True,2026-07-16T01:10:42.748048
Ali G's sneak into da Wimbledon house: How Sacha Baron Cohen pulled off ultimate stunt as his comedy rapper handed out fake bags of cannabis after wearing a disguise to arrive on Centre Court to shoot new film,https://www.dailymail.com/tvshowbiz/article-15975717/Ali-Gs-sneak-da-Wimbledon-house-Sacha-Baron-Cohen-pulled-ultimate-stunt-comedy-rapper-handed-fake-bags-cannabis-wearing-disguise-arrive-Centre-Court-shoot-new-film.html,Dailymail.com,2026-07-14T09:00:37Z,"Sacha Baron Cohen left jaws dropping at Wimbledon on Sunday when he resurrected his iconic Ali G character, 28 years after its inception.",False,2026-07-16T01:10:42.748049
Enrique Galván Ochoa: Dinero,https://www.jornada.com.mx/2026/07/14/opinion/006o1eco,Jornada.com.mx,2026-07-14T08:47:25Z,"Nuestros paisanos envían a sus familias más de un billón de pesos al año; con ese dinero complementan su gasto y su consumo da impulso a millares de empresas, además, proveen estabilidad a la economía nacional y al gobierno. Constituyen el pilar que soporta e…",False,2026-07-16T01:10:42.748051
新電元工業、SiCやワイヤレス給電など最新技術を実演へ…TECHNO-FRONTIER 2026,https://response.jp/article/2026/07/14/414024.html,Response.jp,2026-07-14T08:45:03Z,新電元工業は、7月15日（水）から17日（金）まで東京ビッグサイトで開催される「TECHNO-FRONTIER 2026」に出展する。,True,2026-07-16T01:10:42.748052
"반도체 생산능력·AIDC 확충...""피지컬AI, 국가전략산업으로""",https://zdnet.co.kr/view/?no=20260714112534,Zdnet.co.kr,2026-07-14T05:53:53Z,"[지디넷코리아]정부가 잠재성장률 반등을 위해 반도체·AI데이터센터·피지컬AI 등 3대 메가프로젝트 중심으로 글로벌 초격차 성장동력을 마련한다.정부는 관계부처 합동으로 14일 열린 국무회의에 이같은 내용의 2026년 하반기 경제성장전략을 논의했다.3대 메가프로젝트를 준심으로 글로벌 격차를 유지하는 동시에 5극3특, 지방우대 등을 통한 지방주도 성장으로 잠재성장률 반등을 구현한다는 방침이다.먼저 메모리반도체 생산능력을 확 늘린다. 용인과 평택의 수도권 팹을 조기에…",True,2026-07-16T01:10:42.748053
机械师曙光 16S Ultra 游戏本新增 16GB 内存版：英特尔酷睿 Ultra7 255HX + RTX 5070 售 11999 元,https://www.ithome.com/0/976/445.htm,Ithome.com,2026-07-14T04:47:37Z,IT之家 7 月 14 日消息，机械师曙光 16S Ultra 游戏本新上架了一款 16GB 内存版本，定价为 11999 元，可享受国补至高立省 1500 元；32GB 版本标价 11299 元但早已断货。京东机械师曙光 16S Ultra【RTX5070】16 英寸 AI 办公游戏笔记本电脑 Ultra7 255HX 300Hz 2.5K 屏 16G 1T 星釉白 11999 元直达链接2026 年数码家电政府补贴持续进行中，IT 之家为大家汇总国补领券地址，买数码家电之前记得领取。数码补贴：点此领券<ul>…,True,2026-07-16T01:10:42.748055
Six-inch SiC substrate price rebounds as supply tightens,https://www.digitimes.com/news/a20260714PD223/sic-price-substrate-silicon-demand.html,Digitimes,2026-07-14T04:40:09Z,"Six-inch silicon carbide (SiC) substrates, a third-generation semiconductor product that has faced oversupply and falling prices for the past two years, have clearly bottomed out and are even starting to recover as capacity remains constrained and demand emer…",True,2026-07-16T01:10:42.748056
Mick wants rockers to get off of your cloud,https://www.americanthinker.com/blog/2026/07/mick-wants-rockers-to-get-off-of-your-cloud/,Americanthinker.com,2026-07-14T04:00:00Z,"By Silvio Canto, Jr.Mick Jagger says what we are all thinking.",True,2026-07-16T01:10:42.748058
Hundraåriga huset i Övermark stod orört sedan 1996 – nu är det en unik konstutställning,https://yle.fi/a/7-10101851,YLE News,2026-07-14T03:08:53Z,Så blev det övergivna huset i Övermark en konstutställning där varje vrå döljer en historia.,True,2026-07-16T01:10:42.748059
Bosch запускает в США пробное производство полупроводников,https://overclockers.ru/blog/Nacvark/show/259678/Bosch-zapuskaet-v-SShA-probnoe-proizvodstvo-poluprovodnikov,Overclockers.ru,2026-07-14T02:16:19Z,Компания запустила первый экспериментальный завод,True,2026-07-16T01:10:42.748060
Quantum statistical plasmonic metacrystals,https://www.nature.com/articles/s41586-026-10782-3,Nature.com,2026-07-15T00:00:00Z,"A new class of materials, quantum statistical plasmonic metacrystals, is described, which can selectively transmit different types of light based only on their quantum coherence, showing bands of allowed and forbidden photon statistics.",True,2026-07-16T01:11:55.637645
Multiscale in vivo imaging of tumor evolution using a germline conditional triple-reporter mouse,https://www.nature.com/articles/s41587-026-03184-3,Nature.com,2026-07-15T00:00:00Z,Tumors are imaged across scales—from cells to whole body—with a triple-reporter mouse.,True,2026-07-16T01:11:55.637653
Rasputin/G3BP mediates subversion of antiviral immunity by o’nyong-nyong virus in Anopheles coluzzii,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1014423,Plos.org,2026-07-14T14:00:00Z,"Author summary Understanding antiviral mechanisms in potential new arbovirus vectors, such as Anopheles mosquitoes, is essential for assessing risks related to arbovirus spread by vector shift. Using an arbovirus naturally transmitted by Anopheles, we discove…",True,2026-07-16T01:11:55.637657
Biofilm-derived curli and Z-DNA shape anti-DNA antibody responses during Salmonella infections,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1014047,Plos.org,2026-07-14T14:00:00Z,"Author summary DNA is not always in the common right-handed double helix form; it can also flip into a rarer left-handed form known as Z-DNA, which has been linked to autoimmune responses. Studying biofilms formed by Salmonella enterica serovar Typhimurium, w…",True,2026-07-16T01:11:55.637658
